Name,Age,Purchase Amount,Date,Time
Christopher Briggs,33,92.67,02-07-2023,19:12:54
Wesley Hamm,44,20.18,02-07-2023,19:12:54
Mary Thomas,50,78.58,02-07-2023,19:12:54
Barry Coffee,40,53.8,02-07-2023,19:12:54
Shirley Williams,26,94.9,02-07-2023,19:12:54
James Muller,35,64.41,02-07-2023,19:12:54
Carolyn Cheung,55,25.97,02-07-2023,19:12:54
Felix Sickafoose,53,66.59,02-07-2023,19:12:54
Michelle Shakin,29,78.09,02-07-2023,19:12:54
Peter Baker,42,68.04,02-07-2023,19:12:54
Ron Orellana,22,45.32,02-07-2023,19:12:54
Theresa Banks,40,97.39,02-07-2023,19:12:54
Shannon Rivers,52,55.72,02-07-2023,19:12:54
Ann Molino,59,93.58,02-07-2023,19:12:54
John Smith,42,76.26,02-07-2023,19:12:54
Anthony Stevenson,28,27.18,02-07-2023,19:12:54
Elizabeth Lairy,27,90.31,02-07-2023,19:12:54
Jon Baker,45,65.46,02-07-2023,19:12:54
Sheryl Reed,35,44.09,02-07-2023,19:12:54
Tomasa Borke,43,21.63,02-07-2023,19:12:54
Lyle Denny,38,95.16,02-07-2023,19:12:54
Janet Hubert,62,21.89,02-07-2023,19:12:54
Jack Rios,59,64.09,02-07-2023,19:12:54
Dannie Moffitt,46,25.38,02-07-2023,19:12:54
Joshua Barlage,34,61.33,02-07-2023,19:12:54
Therese Tancredi,53,27.64,02-07-2023,19:12:54
Linda Blackwell,36,78.12,02-07-2023,19:12:54
James Smolder,45,79.84,02-07-2023,19:12:54
Brian Reinmann,57,28.58,02-07-2023,19:12:54
Wm Elliston,30,35.81,02-07-2023,19:12:54
Christine Spears,38,95.88,02-07-2023,19:12:54
Jean Wade,27,86.42,02-07-2023,19:12:54
Clarence Williams,33,24.69,02-07-2023,19:12:54
Sandra Oliver,50,92.78,02-07-2023,19:12:54
Eddie Mumbower,52,79.94,02-07-2023,19:12:54
Jim Ketcham,62,90.2,02-07-2023,19:12:54
Brooke Pines,35,61.76,02-07-2023,19:12:54
Pamela Shull,49,85.4,02-07-2023,19:12:54
Jack Barefoot,22,54.97,02-07-2023,19:12:54
Aretha Wixon,33,86.96,02-07-2023,19:12:54
Patricia Kay,22,37.79,02-07-2023,19:12:54
Robert Martin,51,84.53,02-07-2023,19:12:54
John Adams,63,39.21,02-07-2023,19:12:54
Sherry Pollard,64,51.66,02-07-2023,19:12:54
Stephanie Love,52,60.86,02-07-2023,19:12:54
Lisa Nelson,56,98.59,02-07-2023,19:12:54
Catherine Delgado,58,51.46,02-07-2023,19:12:54
Charles Clark,46,77.34,02-07-2023,19:12:54
Jose Delong,53,59.7,02-07-2023,19:12:54
Carly White,60,80.05,02-07-2023,19:12:54
Betty Xayasith,50,21.6,02-07-2023,19:12:54
Diane Schaeffer,37,95.01,02-07-2023,19:12:54
Joseph Judd,33,89.96,02-07-2023,19:12:54
Tara Perri,52,92.71,02-07-2023,19:12:54
Noah Wolcott,49,49.35,02-07-2023,19:12:54
James White,40,58.78,02-07-2023,19:12:54
Tabetha Trent,53,59.72,02-07-2023,19:12:54
Joanne Koller,42,81.58,02-07-2023,19:12:54
Bryan Hartman,42,43.71,02-07-2023,19:12:54
George Protain,60,82.41,02-07-2023,19:12:54
Ronald Hayes,31,61.43,02-07-2023,19:12:54
Barbara Crittle,39,31.78,02-07-2023,19:12:54
Luz Stjohn,55,28.41,02-07-2023,19:12:54
Marcus Jetton,37,92.46,02-07-2023,19:12:54
Nicholas Brooks,23,83.14,02-07-2023,19:12:54
Lillian Crowell,63,21.6,02-07-2023,19:12:54
Corinna Netolicky,50,40.2,02-07-2023,19:12:54
Leonardo Brown,27,84.02,02-07-2023,19:12:54
Marion Archer,40,84.95,02-07-2023,19:12:54
Robert Bowden,52,53.83,02-07-2023,19:12:54
Philip Fell,42,21.37,02-07-2023,19:12:54
Sandra Taylor,48,96.59,02-07-2023,19:12:54
William Ruggles,30,46.65,02-07-2023,19:12:54
Gladys Lewis,28,99.13,02-07-2023,19:12:54
Tanja Jones,49,94.82,02-07-2023,19:12:54
Vera Davis,59,69.71,02-07-2023,19:12:54
Orville Mayer,51,42.11,02-07-2023,19:12:54
David Milligan,64,67.64,02-07-2023,19:12:54
David Jackson,33,78.15,02-07-2023,19:12:54
Brent Gasper,25,53.56,02-07-2023,19:12:54
William Holland,47,90.15,02-07-2023,19:12:54
Luis Adams,45,65.22,02-07-2023,19:12:54
Margie Smith,18,84.05,02-07-2023,19:12:54
Evan Sorensen,64,54.52,02-07-2023,19:12:54
Rosa Ling,28,53.13,02-07-2023,19:12:54
Duane Caudel,30,95.67,02-07-2023,19:12:54
Linda Maldonado,44,40.89,02-07-2023,19:12:54
Jorge Cornelia,50,64.78,02-07-2023,19:12:54
Raymond Alas,52,79.5,02-07-2023,19:12:54
Lois Ashbaugh,44,82.99,02-07-2023,19:12:54
Bradley Schmidt,29,67.72,02-07-2023,19:12:54
Jill Connor,38,90.99,02-07-2023,19:12:54
Leah Mince,47,88.96,02-07-2023,19:12:54
Samuel Greene,36,58.35,02-07-2023,19:12:54
Stephen Belknap,43,44.49,02-07-2023,19:12:54
James Phipps,42,24.44,02-07-2023,19:12:54
Lucy Respress,44,30.08,02-07-2023,19:12:54
Irene Jones,52,42.01,02-07-2023,19:12:54
Janet Gonzalez,32,72.39,02-07-2023,19:12:54
Frank Springer,52,87.66,02-07-2023,19:12:54
Kira Weeks,31,29.5,02-07-2023,19:12:54
Stephanie Perry,18,36.53,02-07-2023,19:12:54
Maria Davis,61,94.26,02-07-2023,19:12:54
Mark Grant,39,35.81,02-07-2023,19:12:54
John Brown,52,79.87,02-07-2023,19:12:54
Sarah Mascaro,51,75.83,02-07-2023,19:12:54
David Redmon,22,91.05,02-07-2023,19:12:54
Ella Briseno,23,72.85,02-07-2023,19:12:54
Edward Wagner,45,21.57,02-07-2023,19:12:54
Helen Kautz,49,37.79,02-07-2023,19:12:54
Michael Sweene,41,45.09,02-07-2023,19:12:54
Patricia Ray,53,84.06,02-07-2023,19:12:54
Ernest Miller,54,47.03,02-07-2023,19:12:54
Christina Smith,25,60.07,02-07-2023,19:12:54
Guy Heling,21,90.65,02-07-2023,19:12:54
Sharon Bunker,23,61.14,02-07-2023,19:12:54
Cheryl Blackwell,26,69.07,02-07-2023,19:12:54
Raleigh Norris,35,89.8,02-07-2023,19:12:54
Jeffrey Fontenot,61,81.57,02-07-2023,19:12:54
Nolan Mcclaren,18,33.88,02-07-2023,19:12:54
Ashleigh Mancia,63,96.01,02-07-2023,19:12:54
Ryan Mowen,45,37.37,02-07-2023,19:12:54
Joseph Washington,63,92.16,02-07-2023,19:12:54
Rosa Morton,59,40.31,02-07-2023,19:12:54
Gail Mitcham,58,48.8,02-07-2023,19:12:54
Donald Palmieri,40,82.89,02-07-2023,19:12:54
Stephen Weiss,31,42.36,02-07-2023,19:12:54
Teresa Buford,43,79.16,02-07-2023,19:12:54
Andrew Caligiuri,44,53.93,02-07-2023,19:12:54
Hazel Medina,55,51.3,02-07-2023,19:12:54
Laura Rodriguez,25,35.9,02-07-2023,19:12:54
Mary Bagley,31,61.96,02-07-2023,19:12:54
William Andrews,34,47.74,02-07-2023,19:12:54
Willie Patterson,55,45.01,02-07-2023,19:12:54
Tawana Franklin,28,62.03,02-07-2023,19:12:54
Charles Baker,58,69.22,02-07-2023,19:12:54
Cory Ward,54,26.01,02-07-2023,19:12:54
Ryan Westbrooks,52,35.52,02-07-2023,19:12:54
Irene Clark,40,31.5,02-07-2023,19:12:54
Joseph Miller,30,46.07,02-07-2023,19:12:54
Betty Turner,23,34.47,02-07-2023,19:12:54
Linda Orloff,22,65.23,02-07-2023,19:12:54
Joshua Trevino,23,83.29,02-07-2023,19:12:54
Rosie Rivera,61,73.88,02-07-2023,19:12:54
Ruth Whitehead,52,52.67,02-07-2023,19:12:54
Gretchen Parnell,23,44.82,02-07-2023,19:12:54
Nicole Murray,39,60.67,02-07-2023,19:12:54
Alejandrina Knowles,47,37.54,02-07-2023,19:12:54
Lorraine Allen,29,69.84,02-07-2023,19:12:54
Myrna Thomas,49,52.86,02-07-2023,19:12:54
Carl Dilly,34,47.79,02-07-2023,19:12:54
Pauline Vanscooter,62,21.11,02-07-2023,19:12:54
William Kyles,20,32.93,02-07-2023,19:12:54
Michael Johnson,60,20.86,02-07-2023,19:12:54
Rosalyn Huynh,26,94.23,02-07-2023,19:12:54
Thomas Heimbach,23,27.04,02-07-2023,19:12:54
Autumn Gonzalez,57,56.49,02-07-2023,19:12:54
Sonia Dorsey,22,73.51,02-07-2023,19:12:54
Deborah Engleman,31,32.0,02-07-2023,19:12:54
Kevin Susana,55,63.47,02-07-2023,19:12:54
Michael Lawson,45,66.81,02-07-2023,19:12:54
Adrienne Rodriquez,21,53.15,02-07-2023,19:12:54
Emilia Chin,20,72.94,02-07-2023,19:12:54
Amelia Smith,64,63.91,02-07-2023,19:12:54
Gertrude Adams,65,84.71,02-07-2023,19:12:54
Sandra Cisneros,22,63.15,02-07-2023,19:12:54
John Odonnell,59,65.95,02-07-2023,19:12:54
Ruth Campbell,54,89.28,02-07-2023,19:12:54
Jill Werner,34,42.35,02-07-2023,19:12:54
Porter Blevins,37,97.64,02-07-2023,19:12:54
Susie Boston,22,88.21,02-07-2023,19:12:54
Jacob Deloney,55,78.29,02-07-2023,19:12:54
Mary Corey,53,52.38,02-07-2023,19:12:54
Howard Redden,18,96.26,02-07-2023,19:12:54
Anna Falk,43,21.0,02-07-2023,19:12:54
Susan Jennins,20,41.72,02-07-2023,19:12:55
Thomas Okeefe,30,64.21,02-07-2023,19:12:55
David Flores,42,63.46,02-07-2023,19:12:55
Katheryn Berry,61,73.27,02-07-2023,19:12:55
Wayne Baumbach,23,98.8,02-07-2023,19:12:55
Jeanne Salazar,36,66.0,02-07-2023,19:12:55
Donna Weigand,23,77.91,02-07-2023,19:12:55
Barbara Alloway,46,35.61,02-07-2023,19:12:55
Michael Molina,41,57.71,02-07-2023,19:12:55
Theresa Minard,43,59.28,02-07-2023,19:12:55
Nancy Vath,37,66.5,02-07-2023,19:12:55
Geneva Rogers,41,81.47,02-07-2023,19:12:55
Jake Oliver,19,59.31,02-07-2023,19:12:55
Lee Powers,23,71.43,02-07-2023,19:12:55
Jacob Davis,31,22.21,02-07-2023,19:12:55
Brenda Staley,22,49.93,02-07-2023,19:12:55
Gladys Crisp,18,74.79,02-07-2023,19:12:55
Leland Betancourt,38,50.74,02-07-2023,19:12:55
Cecil Heath,20,97.16,02-07-2023,19:12:55
Mary Encallado,21,37.35,02-07-2023,19:12:55
Jessie Anderson,24,95.96,02-07-2023,19:12:55
William Wagoner,28,95.76,02-07-2023,19:12:55
Meghan Dilorenzo,23,40.63,02-07-2023,19:12:55
Mei Zeman,55,44.21,02-07-2023,19:12:55
Latonya Robertson,24,53.05,02-07-2023,19:12:55
Linda Dyer,57,71.3,02-07-2023,19:12:55
Vanessa Turner,37,73.33,02-07-2023,19:12:55
Florence Huseby,63,25.11,02-07-2023,19:12:55
Mary Miller,40,61.42,02-07-2023,19:12:55
Alice Dahl,51,77.57,02-07-2023,19:12:55
Laura Primm,25,67.83,02-07-2023,19:12:55
Rosie Church,37,98.56,02-07-2023,19:12:55
Ronald Furr,34,67.52,02-07-2023,19:12:55
Larue Young,65,53.38,02-07-2023,19:12:55
Becky Mcintire,38,30.63,02-07-2023,19:12:55
Andrew Utley,29,81.38,02-07-2023,19:12:55
Deann Mattox,62,40.87,02-07-2023,19:12:55
Enrique Culver,46,55.29,02-07-2023,19:12:55
Marc Beckstrom,54,52.03,02-07-2023,19:12:55
Ruth Lyday,32,68.88,02-07-2023,19:12:55
Ann Phelps,31,24.24,02-07-2023,19:12:55
Gary Turner,63,40.74,02-07-2023,19:12:55
Luz Hooks,50,40.82,02-07-2023,19:12:55
Jeffrey Mcbain,26,20.49,02-07-2023,19:12:55
Robert Sanchez,23,24.76,02-07-2023,19:12:55
Christopher Rauth,63,23.08,02-07-2023,19:12:55
Louise Jones,27,53.8,02-07-2023,19:12:55
Charles Nichols,55,39.79,02-07-2023,19:12:55
Susan Rahe,35,79.62,02-07-2023,19:12:55
Eric Covington,35,46.08,02-07-2023,19:12:55
Carol Austin,29,40.51,02-07-2023,19:12:55
Elizabeth Larson,52,68.69,02-07-2023,19:12:55
Lashaunda Mitchell,51,62.69,02-07-2023,19:12:55
Paulette Riley,27,48.65,02-07-2023,19:12:55
Antonio Guzman,24,99.2,02-07-2023,19:12:55
Bonnie Bruce,41,60.89,02-07-2023,19:12:55
Olive Scurlock,49,83.9,02-07-2023,19:12:55
Juanita Clark,55,52.08,02-07-2023,19:12:55
William Whitman,53,54.04,02-07-2023,19:12:55
Arthur Rollins,56,49.55,02-07-2023,19:12:55
Karen Miller,40,76.15,02-07-2023,19:12:55
Deborah Giebner,31,31.63,02-07-2023,19:12:55
Robert Jordan,33,70.1,02-07-2023,19:12:55
Juan Cottrell,46,56.99,02-07-2023,19:12:55
Merle Oliver,27,98.27,02-07-2023,19:12:55
Bonnie Lowden,29,52.51,02-07-2023,19:12:55
Benjamin Neville,54,31.76,02-07-2023,19:12:55
Ivan Nath,62,27.19,02-07-2023,19:12:55
Michael Nicolosi,19,82.4,02-07-2023,19:12:55
Virginia Butler,24,70.76,02-07-2023,19:12:55
Jimmie Moore,33,65.26,02-07-2023,19:12:55
Priscilla Hernandez,37,93.07,02-07-2023,19:12:55
Robert Weimar,30,82.1,02-07-2023,19:12:55
Charles Lewis,44,42.9,02-07-2023,19:12:55
Gloria Shears,63,64.19,02-07-2023,19:12:55
Mildred Williams,63,63.7,02-07-2023,19:12:55
Antonia Miller,42,92.49,02-07-2023,19:12:55
John Denney,26,89.6,02-07-2023,19:12:55
Williams King,43,71.68,02-07-2023,19:12:55
Kandace Williams,49,84.59,02-07-2023,19:12:55
Roger Warren,37,98.45,02-07-2023,19:12:55
Frances Teague,34,38.51,02-07-2023,19:12:55
Hector Bennett,21,71.06,02-07-2023,19:12:55
Vonda Ramsey,23,79.72,02-07-2023,19:12:55
Luke Stallings,44,37.64,02-07-2023,19:12:55
Beverly Allen,29,58.94,02-07-2023,19:12:55
Naomi Gordon,34,69.42,02-07-2023,19:12:55
Grant Vargas,51,43.08,02-07-2023,19:12:55
Bernice Caceres,47,60.35,02-07-2023,19:12:55
Kristine Hardy,30,88.37,02-07-2023,19:12:55
Jamie Belzer,22,36.06,02-07-2023,19:12:55
Michael Lineberry,54,90.69,02-07-2023,19:12:55
Michael Jarrell,48,56.02,02-07-2023,19:12:55
Charles Pedro,32,66.96,02-07-2023,19:12:55
Kenneth Goodwin,35,65.72,02-07-2023,19:12:55
Leonard Davis,34,74.26,02-07-2023,19:12:55
Douglas Taylor,64,84.84,02-07-2023,19:12:55
Vicki Mclellan,51,23.0,02-07-2023,19:12:55
Andre Robbins,37,43.36,02-07-2023,19:12:55
Nelly Milot,47,61.26,02-07-2023,19:12:55
Dorothy Saxton,57,77.21,02-07-2023,19:12:55
William Otto,36,48.3,02-07-2023,19:12:55
William Rumsey,32,74.34,02-07-2023,19:12:55
Michael Goodrich,41,63.05,02-07-2023,19:12:55
Robert Fernendez,53,82.07,02-07-2023,19:12:55
Margaret Thomsen,36,55.7,02-07-2023,19:12:55
Jayson Mooney,44,78.22,02-07-2023,19:12:55
David Mullins,56,24.49,02-07-2023,19:12:55
Eleanor Hearn,61,33.57,02-07-2023,19:12:55
Bryant Porche,18,94.48,02-07-2023,19:12:55
Larry Clayborne,43,58.19,02-07-2023,19:12:55
Thomas Bobbitt,52,74.32,02-07-2023,19:12:55
Terrell Schroer,54,61.45,02-07-2023,19:12:55
Mary Gordon,53,87.38,02-07-2023,19:12:55
Juan Garcia,51,44.91,02-07-2023,19:12:55
Amber Duncan,58,45.93,02-07-2023,19:12:55
Delia Brown,24,51.47,02-07-2023,19:12:55
Barbara Iverson,59,72.16,02-07-2023,19:12:55
Norman Albers,34,57.24,02-07-2023,19:12:55
Earl Anderson,40,60.7,02-07-2023,19:12:55
Chaya Moran,53,30.29,02-07-2023,19:12:55
David Hohnstein,22,46.78,02-07-2023,19:12:55
Jared Dowd,45,65.81,02-07-2023,19:12:55
Anthony Bowens,38,74.17,02-07-2023,19:12:55
Jeffrey Navarro,57,94.65,02-07-2023,19:12:55
Glenn Boulds,46,39.25,02-07-2023,19:12:55
Roger Tangri,23,56.2,02-07-2023,19:12:55
Charles Latham,48,51.86,02-07-2023,19:12:55
Rafael Lotzer,29,49.58,02-07-2023,19:12:55
Keith Mcanally,27,20.41,02-07-2023,19:12:55
Janice Castellano,64,89.37,02-07-2023,19:12:55
Martha Woods,41,44.45,02-07-2023,19:12:55
Shawn Hemphill,33,79.9,02-07-2023,19:12:55
Christopher Benoit,62,84.22,02-07-2023,19:12:55
Luz Underdahl,35,86.03,02-07-2023,19:12:55
Cleo Kjar,35,45.52,02-07-2023,19:12:55
Michael Delrio,31,76.85,02-07-2023,19:12:55
James Pigman,53,32.0,02-07-2023,19:12:55
Tiffany Boger,28,80.04,02-07-2023,19:12:55
Imogene Schlosser,30,42.58,02-07-2023,19:12:55
Nora Mena,38,69.18,02-07-2023,19:12:55
Libby Toban,40,72.15,02-07-2023,19:12:55
Beverly Barnhurst,51,24.89,02-07-2023,19:12:55
Nicholas Grimm,65,99.18,02-07-2023,19:12:55
Brent Sullivan,64,41.27,02-07-2023,19:12:55
Suzanne Hargrove,21,69.94,02-07-2023,19:12:55
James Baptist,65,97.16,02-07-2023,19:12:55
Kyle Stuart,58,39.62,02-07-2023,19:12:55
Jared Carter,34,27.45,02-07-2023,19:12:55
James London,26,93.83,02-07-2023,19:12:55
Kevin Gunter,19,27.76,02-07-2023,19:12:55
Laura Delmonte,19,57.05,02-07-2023,19:12:55
Tessa Hood,28,59.97,02-07-2023,19:12:55
Laura Cox,57,21.62,02-07-2023,19:12:55
Joel Vue,65,61.88,02-07-2023,19:12:55
Mary Sturgis,51,25.11,02-07-2023,19:12:55
Peter Cooper,61,55.42,02-07-2023,19:12:55
Chris Devera,54,50.44,02-07-2023,19:12:55
Tanya Stubblefield,56,49.65,02-07-2023,19:12:55
Gregg Horrell,61,26.59,02-07-2023,19:12:55
Kaye Guerrero,27,89.84,02-07-2023,19:12:55
Suzanne Krause,34,65.83,02-07-2023,19:12:55
Rosa Hoffman,35,45.64,02-07-2023,19:12:55
Elizabeth Mendoza,31,70.92,02-07-2023,19:12:55
Janice Tirado,50,33.51,02-07-2023,19:12:55
Jeremy Edwards,58,89.76,02-07-2023,19:12:55
Roger Galvan,25,87.62,02-07-2023,19:12:55
Lenny Thompson,29,35.74,02-07-2023,19:12:55
Dean Goessl,38,75.05,02-07-2023,19:12:55
John Cote,31,32.92,02-07-2023,19:12:55
Barbara Heisserer,58,66.23,02-07-2023,19:12:55
Leonard Gonzales,32,46.95,02-07-2023,19:12:55
Elsa Pierce,29,72.19,02-07-2023,19:12:55
Mindy Protain,52,94.36,02-07-2023,19:12:55
Kelly Jensen,40,59.77,02-07-2023,19:12:55
Wanda Duell,34,44.08,02-07-2023,19:12:55
Andrew Cherry,47,89.5,02-07-2023,19:12:55
Leda Mendez,61,87.36,02-07-2023,19:12:55
Patricia Kearsley,27,85.85,02-07-2023,19:12:55
Kimberly Worrell,36,29.79,02-07-2023,19:12:55
Melvin Huelskamp,21,29.42,02-07-2023,19:12:55
Dolores Williams,58,53.3,02-07-2023,19:12:55
Raymond Holstine,46,48.45,02-07-2023,19:12:55
Raymond Runk,33,25.03,02-07-2023,19:12:55
Jack Howard,39,38.35,02-07-2023,19:12:55
Margaret Mickens,34,27.07,02-07-2023,19:12:55
Jacqueline Holmes,63,52.14,02-07-2023,19:12:55
Curt Stephens,57,58.08,02-07-2023,19:12:55
Brittany Alexander,48,31.57,02-07-2023,19:12:55
Robin Bennett,27,25.32,02-07-2023,19:12:55
Robert Kuhlman,18,42.3,02-07-2023,19:12:55
William Smith,44,92.25,02-07-2023,19:12:55
Sarah Parker,52,46.93,02-07-2023,19:12:55
Kareem Romero,55,62.11,02-07-2023,19:12:55
Charles Hodak,21,63.57,02-07-2023,19:12:55
Melvin Cruz,25,20.46,02-07-2023,19:12:55
David Weist,59,96.76,02-07-2023,19:12:55
Margaret Kellam,47,30.46,02-07-2023,19:12:55
Arthur Hernandez,23,45.56,02-07-2023,19:12:55
Brian Franzese,56,51.47,02-07-2023,19:12:55
Charles Deleon,54,80.09,02-07-2023,19:12:55
Kimberly Terrell,55,73.65,02-07-2023,19:12:55
Rebekah Duttry,54,66.62,02-07-2023,19:12:55
Kenneth Gaul,50,53.83,02-07-2023,19:12:55
Susan Vega,27,60.26,02-07-2023,19:12:55
Kaci Carter,25,23.56,02-07-2023,19:12:55
Courtney Hernandez,29,97.68,02-07-2023,19:12:55
Paul Spangler,48,70.37,02-07-2023,19:12:55
Stephanie Elliott,37,77.25,02-07-2023,19:12:55
Penni Boutin,48,90.93,02-07-2023,19:12:55
Elaine Thomas,28,58.71,02-07-2023,19:12:55
Patricia Martin,24,49.18,02-07-2023,19:12:55
Winfred Munn,46,82.3,02-07-2023,19:12:55
Pamela Bessette,46,24.67,02-07-2023,19:12:55
Ann Pimentel,22,92.48,02-07-2023,19:12:55
William Peek,22,46.52,02-07-2023,19:12:55
Jeffrey Philipps,39,20.89,02-07-2023,19:12:55
Sherri Ross,21,54.19,02-07-2023,19:12:55
Jay Friend,35,99.74,02-07-2023,19:12:55
Daniel Thomas,42,38.07,02-07-2023,19:12:55
Benjamin Choate,21,81.72,02-07-2023,19:12:55
Melissa Guzman,56,64.68,02-07-2023,19:12:55
Katy Dumont,47,86.8,02-07-2023,19:12:55
Bobby Brown,30,68.91,02-07-2023,19:12:55
Evelyn Smith,58,40.04,02-07-2023,19:12:55
Robert Matthews,46,37.45,02-07-2023,19:12:55
Marie Wilburn,47,27.24,02-07-2023,19:12:55
Lindsey Einhorn,51,28.25,02-07-2023,19:12:55
Sophia Clark,19,67.11,02-07-2023,19:12:55
Audrey Chester,59,38.38,02-07-2023,19:12:55
Christina Beall,36,29.77,02-07-2023,19:12:55
Mary Wells,23,77.34,02-07-2023,19:12:55
Cheri Belcher,62,56.15,02-07-2023,19:12:55
Joseph Grove,40,93.38,02-07-2023,19:12:55
Victor Williams,29,44.99,02-07-2023,19:12:55
Edgar Robertson,26,83.09,02-07-2023,19:12:55
Julie Owens,64,54.38,02-07-2023,19:12:55
Ronald Garner,24,84.14,02-07-2023,19:12:55
Maryann Simas,42,32.23,02-07-2023,19:12:55
Alexandra Spears,61,20.81,02-07-2023,19:12:55
Michael White,28,80.01,02-07-2023,19:12:55
Anna Porter,42,20.74,02-07-2023,19:12:55
Cecile Walther,32,54.23,02-07-2023,19:12:55
Michael Queen,59,95.36,02-07-2023,19:12:55
Shirley Neal,59,63.85,02-07-2023,19:12:55
Janet Coral,65,50.67,02-07-2023,19:12:55
Courtney Washington,58,52.85,02-07-2023,19:12:55
Sandra Scott,20,33.45,02-07-2023,19:12:55
Sandra Sanchez,22,27.49,02-07-2023,19:12:55
Paul Flanagan,34,90.6,02-07-2023,19:12:55
Jean Mabry,34,72.76,02-07-2023,19:12:55
Nancy Carrano,53,59.81,02-07-2023,19:12:55
Janet Vanhorn,48,67.01,02-07-2023,19:12:55
Brenda Rivera,32,77.56,02-07-2023,19:12:55
Dolores Hicks,24,61.06,02-07-2023,19:12:55
John Dexter,47,95.87,02-07-2023,19:12:55
Erika Anderson,40,61.61,02-07-2023,19:12:55
Kristy Wilson,52,98.19,02-07-2023,19:12:55
Steve Plummer,40,40.64,02-07-2023,19:12:55
Louise Fogel,41,70.02,02-07-2023,19:12:55
Margaret Respress,65,63.74,02-07-2023,19:12:55
Ronald Ryan,44,91.42,02-07-2023,19:12:55
Tina Martinez,30,75.0,02-07-2023,19:12:55
Karen Torres,59,24.08,02-07-2023,19:12:55
Marvin Hawkinson,64,99.64,02-07-2023,19:12:55
Milton Schrum,49,29.7,02-07-2023,19:12:55
Jaime Dearman,62,48.44,02-07-2023,19:12:55
Dennis Luken,58,27.9,02-07-2023,19:12:55
Juli Forshay,56,64.38,02-07-2023,19:12:55
Cletus Pepin,63,66.51,02-07-2023,19:12:55
Joseph Oneal,26,40.16,02-07-2023,19:12:55
Kristine Jacobs,33,67.5,02-07-2023,19:12:55
William Garcia,38,30.94,02-07-2023,19:12:55
Randall Juares,60,33.02,02-07-2023,19:12:55
Barbara Coates,64,74.61,02-07-2023,19:12:55
Booker Oliver,28,51.86,02-07-2023,19:12:55
Lawrence Tucker,37,98.76,02-07-2023,19:12:55
Harry White,39,94.84,02-07-2023,19:12:55
Rhonda Warren,45,89.16,02-07-2023,19:12:55
Jason Hanson,40,92.7,02-07-2023,19:12:55
Quentin Camacho,41,68.27,02-07-2023,19:12:55
Estela Spink,59,77.41,02-07-2023,19:12:55
Bruce Kintner,24,41.56,02-07-2023,19:12:56
Judith Culpepper,44,73.82,02-07-2023,19:12:56
Marcelina Smith,37,26.44,02-07-2023,19:12:56
Teresa Potts,25,98.76,02-07-2023,19:12:56
Joseph Rumsey,35,61.91,02-07-2023,19:12:56
Corrine Familia,63,82.88,02-07-2023,19:12:56
Wilson Robles,38,58.68,02-07-2023,19:12:56
John Wickes,53,26.0,02-07-2023,19:12:56
James Knepper,64,24.91,02-07-2023,19:12:56
Jarrett Rogers,44,21.2,02-07-2023,19:12:56
Joseph Navarro,52,52.22,02-07-2023,19:12:56
Robin Farrey,43,88.64,02-07-2023,19:12:56
Terrence Hallmark,19,31.61,02-07-2023,19:12:56
Edward Gay,51,43.94,02-07-2023,19:12:56
Melissa Ratterree,53,94.89,02-07-2023,19:12:56
Edward Hayden,30,85.57,02-07-2023,19:12:56
Leon Flowers,48,33.74,02-07-2023,19:12:56
Alvaro Schiffelbein,64,49.11,02-07-2023,19:12:56
Cheryl Collier,42,57.52,02-07-2023,19:12:56
James Clark,45,47.97,02-07-2023,19:12:56
Michael Sobina,44,83.9,02-07-2023,19:12:56
Fred Andrews,61,69.87,02-07-2023,19:12:56
Cathy Brown,51,69.98,02-07-2023,19:12:56
Laurence Crowe,41,25.59,02-07-2023,19:12:56
Peggy Brooks,42,78.85,02-07-2023,19:12:56
Ronald Johnson,32,27.89,02-07-2023,19:12:56
Laurie Covington,31,52.94,02-07-2023,19:12:56
Gary Donato,33,48.14,02-07-2023,19:12:56
Gary Jackson,36,61.8,02-07-2023,19:12:56
Ruth Durbin,31,73.95,02-07-2023,19:12:56
Antonio Casanova,18,75.14,02-07-2023,19:12:56
Janice Meagher,62,68.79,02-07-2023,19:12:56
Jeff Sampson,62,95.55,02-07-2023,19:12:56
Ruth Allen,35,57.98,02-07-2023,19:12:56
Margaret Nikolai,52,54.97,02-07-2023,19:12:56
Sabrina Campbell,55,83.98,02-07-2023,19:12:56
Mary Khoury,30,25.51,02-07-2023,19:12:56
Elizabeth Wrisley,61,52.48,02-07-2023,19:12:56
Mary Harris,40,79.02,02-07-2023,19:12:56
Barbara Thomas,24,84.16,02-07-2023,19:12:56
James Sweene,57,61.25,02-07-2023,19:12:56
Jason Hudson,54,39.71,02-07-2023,19:12:56
Ruby Miranda,53,21.95,02-07-2023,19:12:56
Jasper Dunn,55,21.22,02-07-2023,19:12:56
Joseph Elrod,44,21.74,02-07-2023,19:12:56
Sandra Stiltner,55,20.46,02-07-2023,19:12:56
Beverly Leach,60,93.01,02-07-2023,19:12:56
Alexis Neely,65,94.47,02-07-2023,19:12:56
Carrie Rackham,43,42.87,02-07-2023,19:12:56
Robert Mickens,36,45.01,02-07-2023,19:12:56
Clarence Gray,21,89.36,02-07-2023,19:12:56
Bridget Flowers,45,38.47,02-07-2023,19:12:56
Amanda Aguilar,30,66.0,02-07-2023,19:12:56
